Count,Time_Elapsed,Average_Time,Capture_Time,BayerToRGB,Vec_Rec_Time,Memcpy_Rec_Time,Image saving,TotalTime 
16585,2.76904,1.69984,0.570177,0.080095,0.45611,0.447594,0,1.68562
16585,2.7707,1.69982,0.598944,0.08936,0.383781,0.42952,0,1.62644
16585,2.7724,1.69982,0.714871,0.0916,0.395725,0.428302,0,1.57967
16585,2.77401,1.69976,0.634746,0.075376,0.443526,0.441429,0,1.70946
16585,2.7757,1.69975,0.62052,0.093273,0.439761,0.427435,0,1.68031
16585,2.77736,1.69973,0.62313,0.090003,0.436497,0.435701,0,1.66149
16585,2.77904,1.69972,0.655148,0.08746,0.439977,0.440449,0,1.65115
16585,2.78068,1.69968,0.603488,0.087971,0.432468,0.424413,0,1.68706
16585,2.78233,1.69965,0.655188,0.0736,0.434479,0.42381,0,1.62004
16585,2.78405,1.69966,0.698011,0.087855,0.447133,0.411034,0,1.65744
16585,2.78565,1.6996,0.6012,0.071373,0.45403,0.436954,0,1.7126
16585,2.78732,1.69958,0.637209,0.079305,0.431509,0.436358,0,1.62911
16585,2.78899,1.69957,0.648046,0.08952,0.448743,0.432271,0,1.65526
16585,2.79068,1.69956,0.654127,0.072857,0.460706,0.429003,0,1.69339
16585,2.79233,1.69953,0.602431,0.074472,0.451694,0.42791,0,1.70303
16585,2.79398,1.6995,0.610055,0.089921,0.440027,0.423081,0,1.62827
16585,2.7957,1.69951,0.679426,0.093973,0.446343,0.425924,0,1.63994
16585,2.79733,1.69947,0.610175,0.074451,0.445632,0.434881,0,1.7206
16585,2.79897,1.69943,0.591288,0.089214,0.444617,0.423388,0,1.64338
16585,2.80061,1.6994,0.633139,0.073849,0.435319,0.425446,0,1.62015
16585,2.8023,1.6994,0.664534,0.093205,0.436066,0.421847,0,1.63812
16585,2.80416,1.69949,0.645336,0.284657,0.454585,0.435617,0,1.68439
16585,2.80563,1.69935,0.402897,0.089868,0.442105,0.425968,0,1.90591
16585,2.80763,1.69954,0.66564,0.397087,0.452674,0.440003,0,1.43626
16585,2.80896,1.69931,0.254447,0.087805,0.443531,0.423534,0,2.03989
16585,2.81062,1.69929,0.626321,0.090372,0.436416,0.420724,0,1.29351
16585,2.81227,1.69926,0.630973,0.089341,0.440052,0.425307,0,1.64742
16585,2.81394,1.69924,0.638541,0.088322,0.444847,0.434662,0,1.65507
16585,2.81561,1.69922,0.637649,0.088766,0.441569,0.421456,0,1.67416
16585,2.81726,1.69919,0.631371,0.087086,0.434871,0.426607,0,1.66264
16585,2.81898,1.69921,0.691485,0.091836,0.439069,0.432064,0,1.65485
16585,2.82059,1.69915,0.567971,0.088931,0.440992,0.428801,0,1.73332
16585,2.82403,1.7002,2.39427,0.091971,0.470914,1.04392,0,1.60806
16585,2.82573,1.7002,0.036252,0.069472,0.441869,0.427259,0,4.08058
16585,2.82676,1.6998,0.034134,0.059613,0.42845,0.43572,0,1.04849
16585,2.82781,1.69941,0.035458,0.078468,0.437962,0.451072,0,1.02444
16585,2.8289,1.69904,0.052346,0.080808,0.44143,0.42828,0,1.07065
16585,2.83065,1.69907,0.666679,0.14052,0.445136,0.428135,0,1.07444
16585,2.83223,1.699,0.534919,0.087127,0.431913,0.422412,0,1.76397
16585,2.83391,1.69899,0.671692,0.089369,0.441317,0.421822,0,1.54522
16585,2.83557,1.69896,0.651409,0.071646,0.455555,0.429158,0,1.69483
16585,2.83725,1.69895,0.644074,0.070999,0.449363,0.433886,0,1.69136
16585,2.83895,1.69895,0.646881,0.092958,0.442605,0.431,0,1.66889
16585,2.8419,1.6997,1.91762,0.093359,0.38241,0.331884,0,1.6846
16585,2.84387,1.69986,1.10072,0.087736,0.360421,0.343933,0,2.78715
16585,2.84557,1.69986,0.859511,0.086231,0.364999,0.3518,0,1.94367
16585,2.84718,1.69981,0.746495,0.084175,0.335949,0.325478,0,1.73033
16585,2.84888,1.69981,0.898682,0.085529,0.337853,0.328798,0,1.54061
16585,2.85052,1.69977,0.832611,0.086266,0.429825,0.416397,0,1.70456
16585,2.85221,1.69977,0.679804,0.089448,0.425307,0.414507,0,1.84346
16585,2.85388,1.69975,0.673155,0.090174,0.436213,0.41895,0,1.67775
16585,2.85554,1.69973,0.62541,0.092142,0.423288,0.418297,0,1.7037
16585,2.8572,1.6997,0.642623,0.091317,0.366612,0.500477,0,1.6391
16585,2.86039,1.70059,2.14663,0.104786,0.397711,0.436534,0,1.67589
16585,2.86143,1.70019,0.036451,0.082963,0.482754,0.482197,0,3.17023
16585,2.86257,1.69986,0.035784,0.073203,0.443192,0.522538,0,1.14938
16585,2.86381,1.69959,0.141988,0.063335,0.45588,0.450898,0,1.14691
16585,2.86549,1.69958,0.603217,0.090104,0.435336,0.44235,0,1.18619
16585,2.86719,1.69958,0.657235,0.091654,0.437154,0.422419,0,1.64448
16585,2.86884,1.69955,0.621171,0.092498,0.438948,0.426152,0,1.69126
16585,2.8705,1.69953,0.631823,0.093002,0.434584,0.426775,0,1.65078
16585,2.87216,1.69951,0.637382,0.093448,0.436535,0.422352,0,1.65597
16585,2.87383,1.69948,0.642185,0.091108,0.444005,0.428143,0,1.65768
16585,2.87546,1.69944,0.573408,0.087817,0.4441,0.98737,0,1.70436
16585,2.87712,1.69942,0.095855,0.062807,0.458019,1.06358,0,2.16266
16585,2.87881,1.69942,0.028613,0.071144,0.446952,0.473803,0,1.75398
16585,2.88046,1.69939,0.579205,0.070311,0.447527,0.435312,0,1.09631
16585,2.88212,1.69937,0.592862,0.087649,0.471495,0.430838,0,1.63499
16585,2.88382,1.69936,0.624261,0.089098,0.447394,0.424533,0,1.65901
16585,2.88546,1.69933,0.601288,0.087273,0.436173,0.436571,0,1.66862
16585,2.88714,1.69932,0.641618,0.08853,0.443606,0.418911,0,1.6338
16585,2.8888,1.6993,0.637938,0.087646,0.438656,0.422047,0,1.6698
16585,2.89046,1.69927,0.633382,0.088545,0.449998,0.421279,0,1.66524
16585,2.89212,1.69925,0.616523,0.085482,0.436943,0.429605,0,1.67151
16585,2.89376,1.69921,0.633536,0.069892,0.452685,0.426679,0,1.63903
16585,2.89613,1.69961,1.34607,0.076295,0.453121,0.436281,0,1.65539
16585,2.90042,1.70113,3.21693,0.102277,0.448734,0.420025,0,2.39639
16585,2.9021,1.70111,0.625798,0.093715,0.423976,0.426026,0,4.27689
16585,2.90376,1.70109,0.653261,0.085928,0.427071,0.403414,0,1.64229
16585,2.9054,1.70105,0.641971,0.086536,0.442177,0.432404,0,1.64482
16585,2.90709,1.70105,0.662949,0.092823,0.427718,0.426541,0,1.66763
16585,2.90876,1.70103,0.621125,0.119755,0.439254,0.437918,0,1.67711
16585,2.91046,1.70103,0.583147,0.168348,0.428786,2.43977,0,1.6965
16585,2.91353,1.70183,0.031935,0.097479,0.441771,1.04781,0,3.69241
16585,2.91521,1.70182,0.029531,0.086841,0.44129,0.496408,0,1.69354
16585,2.91634,1.70148,0.038396,0.078821,0.440769,0.470525,0,1.12608
16585,2.91744,1.70113,0.034367,0.089688,0.446795,0.429778,0,1.09386
16585,2.9187,1.70088,0.236728,0.080028,0.433792,0.41965,0,1.06798
16585,2.9204,1.70088,0.687871,0.093572,0.43154,0.419968,0,1.23678
16585,2.92202,1.70082,0.605575,0.074256,0.461536,0.455306,0,1.71351
16585,2.92369,1.70081,0.580244,0.089576,0.462507,0.442139,0,1.68322
16585,2.92544,1.70084,0.673643,0.092794,0.475163,0.484318,0,1.65505
16585,2.92705,1.70078,0.475362,0.097965,0.449893,0.431591,0,1.80104
16585,2.92874,1.70078,0.637918,0.092617,0.463738,0.448327,0,1.53385
16585,2.93034,1.70072,0.529538,0.081036,0.445422,0.653651,0,1.72
16585,2.93209,1.70075,0.451221,0.12797,0.458304,0.431991,0,1.77914
16585,2.93368,1.70068,0.521761,0.090481,0.445443,0.425006,0,1.55418
16585,2.93536,1.70067,0.644812,0.091989,0.444468,0.423526,0,1.56417
16585,2.937,1.70064,0.595507,0.090213,0.446045,0.437546,0,1.68498
16585,2.93868,1.70063,0.633342,0.095086,0.435184,0.433509,0,1.64209
16585,2.94038,1.70063,0.661008,0.097718,0.392256,0.423082,0,1.66925
16585,2.94199,1.70057,0.639291,0.073213,0.443963,0.43189,0,1.65245
16585,2.94368,1.70057,0.65522,0.073639,0.446046,0.429247,0,1.6744
16585,2.9453,1.70052,0.601098,0.074094,0.439838,0.434398,0,1.67507
16585,2.94697,1.7005,0.648075,0.078912,0.438854,0.422707,0,1.61915
16585,2.94866,1.7005,0.664644,0.094844,0.449082,0.42837,0,1.65766
16585,2.95031,1.70047,0.600792,0.094319,0.455314,0.481342,0,1.71402
16585,2.95196,1.70044,0.546417,0.088639,0.44136,0.419913,0,1.70946
16585,2.95366,1.70044,0.674387,0.087085,0.439951,0.423799,0,1.56617
16585,2.95528,1.70039,0.602896,0.085995,0.438317,0.426155,0,1.69258
16585,2.95697,1.70038,0.686343,0.073472,0.443852,0.426898,0,1.62152
16585,2.95861,1.70035,0.611063,0.089293,0.437998,0.42801,0,1.70415
16585,2.96028,1.70033,0.637089,0.087663,0.437554,0.423403,0,1.63623
16585,2.96194,1.70031,0.641187,0.088262,0.440528,0.418522,0,1.65776
16585,2.96362,1.7003,0.667349,0.08931,0.440849,0.449798,0,1.65532
16585,2.96617,1.70079,1.5011,0.096793,0.453455,0.441324,0,1.71379
16585,2.96725,1.70043,0.035576,0.064377,0.436187,0.427988,0,2.57533
16585,2.96861,1.70024,0.346494,0.082314,0.440598,0.423017,0,1.03374
16585,2.97025,1.7002,0.628,0.071825,0.443458,0.421054,0,1.36161
16585,2.97197,1.70021,0.705691,0.089305,0.442831,0.437057,0,1.6311
16585,2.97364,1.7002,0.619737,0.090463,0.505524,0.436075,0,1.75488
16585,2.97524,1.70014,0.485059,0.08819,0.391237,0.422252,0,1.73208
16585,2.9769,1.70011,0.686949,0.088812,0.440857,0.42407,0,1.45874
16585,2.97857,1.7001,0.648651,0.090577,0.437957,0.421334,0,1.70437
16585,2.98028,1.7001,0.693558,0.091976,0.446737,0.421794,0,1.66252
16585,2.98206,1.70015,0.755417,0.088854,0.442541,1.0278,0,1.72694
16585,2.98373,1.70013,0.027669,0.09229,0.442741,0.432766,0,2.38456
16585,2.98526,1.70003,0.497191,0.091647,0.456754,0.435157,0,1.06715
16585,2.98692,1.70001,0.593608,0.092742,0.4547,0.424824,0,1.55724
16585,2.98859,1.69999,0.623059,0.093199,0.451418,0.428275,0,1.64012
16585,2.99028,1.69999,0.648945,0.091098,0.456923,0.441098,0,1.67354
16585,2.99194,1.69997,0.592817,0.092165,0.461294,0.422326,0,1.715
16585,2.9936,1.69995,0.607359,0.092095,0.471465,0.501582,0,1.64573
16585,2.9952,1.69989,0.455523,0.091194,0.470335,0.426582,0,1.74757
16585,2.9969,1.69989,0.639163,0.089625,0.457444,0.425626,0,1.52002
16585,2.99853,1.69984,0.57295,0.089517,0.465853,0.451155,0,1.69141
16585,3.00021,1.69983,0.603255,0.085517,0.460506,0.43072,0,1.65342
16585,3.00185,1.6998,0.591296,0.086578,0.46381,0.427266,0,1.65682
16585,3.00353,1.69979,0.628892,0.086253,0.443075,0.422217,0,1.64575
16585,3.00519,1.69977,0.628145,0.087509,0.455417,0.433421,0,1.65624
16585,3.00687,1.69976,0.633315,0.088991,0.45093,0.436813,0,1.67089
16585,3.00853,1.69974,0.611807,0.088744,0.459255,0.427918,0,1.68577
16585,3.01017,1.6997,0.580796,0.089318,0.445404,0.431174,0,1.66308
16585,3.01182,1.69967,0.625354,0.089782,0.451126,0.429249,0,1.61261
16585,3.01352,1.69968,0.651463,0.091369,0.457062,0.43521,0,1.67213
16585,3.01518,1.69965,0.594512,0.095628,0.444787,0.512559,0,1.71246
16585,3.01817,1.70038,1.86096,0.095127,0.415194,0.340938,0,1.71659
16585,3.01909,1.69994,0.028652,0.064189,0.353468,0.332284,0,2.7849
16585,3.02012,1.69956,0.227697,0.060289,0.361953,0.333595,0,0.833614
16585,3.02187,1.69959,0.904943,0.094549,0.449091,0.422641,0,1.04244
16585,3.02347,1.69953,0.565468,0.089292,0.44098,0.418968,0,1.94431
16585,3.02515,1.69952,0.67657,0.072443,0.455093,0.440358,0,1.5826
16585,3.02681,1.6995,0.615502,0.072564,0.451724,0.423999,0,1.72095
16585,3.02847,1.69948,0.641276,0.071418,0.445632,0.422629,0,1.64019
16585,3.0301,1.69944,0.619102,0.070488,0.436327,0.424079,0,1.65472
16585,3.03178,1.69943,0.658967,0.095081,0.461984,0.445795,0,1.61403
16585,3.03351,1.69944,0.653138,0.09306,0.441562,0.442086,0,1.73225
16585,3.03659,1.70022,2.02362,0.090601,0.467671,0.425358,0,1.71756
16585,3.03768,1.69987,0.036402,0.077132,0.473719,0.433692,0,3.08252
16585,3.03876,1.69953,0.032029,0.083516,0.441888,0.420719,0,1.08466
16585,3.0401,1.69933,0.325949,0.078791,0.458482,0.451521,0,1.04356
16585,3.04182,1.69934,0.674176,0.075373,0.458178,0.431226,0,1.37858
16585,3.04349,1.69932,0.610409,0.093433,0.460734,0.425678,0,1.71425
16585,3.04511,1.69928,0.570993,0.090079,0.447506,0.429646,0,1.66888
16585,3.04679,1.69927,0.632888,0.092018,0.44515,0.422164,0,1.61106
16585,3.04845,1.69925,0.626057,0.091559,0.451704,0.420533,0,1.66558
16585,3.0501,1.69922,0.617831,0.091606,0.459399,0.414277,0,1.66415
16585,3.05177,1.69921,0.635143,0.093844,0.431373,0.444682,0,1.64905
16585,3.05338,1.69915,0.595961,0.062232,0.450976,0.462951,0,1.6746
16585,3.05508,1.69915,0.6467,0.073263,0.447815,0.427779,0,1.64125
16585,3.05678,1.69916,0.662312,0.091337,0.447094,0.429142,0,1.67108
16585,3.05843,1.69913,0.59839,0.093297,0.383575,0.42665,0,1.70721
16585,3.06006,1.69909,0.651578,0.09148,0.422436,0.445914,0,1.57655
16585,3.06173,1.69907,0.628882,0.090933,0.456972,0.443416,0,1.69076
16585,3.06341,1.69906,0.621027,0.094224,0.445822,0.439846,0,1.69115
16585,3.06503,1.69902,0.580722,0.088431,0.439538,0.446006,0,1.66571
16585,3.06671,1.69901,0.631229,0.092885,0.438677,0.459608,0,1.62222
16585,3.06839,1.699,0.629111,0.088532,0.44084,0.426048,0,1.68677
16585,3.07003,1.69897,0.619635,0.093414,0.481353,0.446832,0,1.64827
16585,3.07173,1.69896,0.607522,0.08867,0.438511,0.436327,0,1.70865
16585,3.07336,1.69893,0.613192,0.069633,0.446663,0.442387,0,1.6461
16585,3.07505,1.69892,0.666524,0.069989,0.444602,0.422252,0,1.63942
16585,3.07669,1.69889,0.629436,0.072684,0.458886,0.439622,0,1.67144
16585,3.07841,1.6989,0.647027,0.094743,0.458563,0.427858,0,1.6804
16585,3.08006,1.69888,0.595979,0.092175,0.446144,0.420868,0,1.70501
16585,3.08171,1.69885,0.608727,0.090778,0.449708,0.424994,0,1.63393
16585,3.08338,1.69883,0.636019,0.089264,0.446074,0.407928,0,1.64731
16585,3.08505,1.69881,0.6553,0.087379,0.445281,0.418345,0,1.65026
16585,3.0867,1.69879,0.611603,0.100203,0.43713,0.408403,0,1.67935
16585,3.08835,1.69876,0.65318,0.088876,0.453824,0.421481,0,1.62804
16585,3.09,1.69874,0.6113,0.087921,0.431799,0.446655,0,1.69217
16585,3.09167,1.69872,0.621808,0.093035,0.442896,0.431707,0,1.65366
16585,3.09333,1.6987,0.621998,0.090718,0.431809,0.437086,0,1.66231
16585,3.09497,1.69866,0.606903,0.087838,0.439535,0.430375,0,1.65047
16585,3.09665,1.69866,0.671011,0.071274,0.441343,0.426286,0,1.63698
16585,3.09831,1.69863,0.632463,0.070223,0.441252,0.429278,0,1.69551
16585,3.09999,1.69862,0.661271,0.069108,0.44504,0.421844,0,1.65225
16585,3.1016,1.69858,0.605674,0.066132,0.455228,0.425088,0,1.67394
16585,3.10329,1.69857,0.666264,0.068327,0.442702,0.427028,0,1.62071
16585,3.10497,1.69856,0.655003,0.086506,0.439423,0.459082,0,1.67317
16585,3.10661,1.69853,0.586123,0.07749,0.435102,0.453648,0,1.71992
16585,3.1083,1.69852,0.642285,0.088196,0.453211,0.432128,0,1.62269
16585,3.10996,1.6985,0.605549,0.091191,0.438968,0.426568,0,1.69456
16585,3.11232,1.69886,0.621797,0.802132,0.471046,0.37933,0,1.63087
16585,3.11337,1.69851,0.02894,0.089963,0.428404,0.429126,0,2.35512
16585,3.11493,1.69844,0.56727,0.073521,0.543531,0.42662,0,1.04222
16585,3.11658,1.69841,0.523239,0.084515,0.446785,0.419264,0,1.68657
16585,3.11825,1.6984,0.628241,0.095183,0.439688,0.428366,0,1.55521
16585,3.11992,1.69838,0.630016,0.095754,0.452923,0.450726,0,1.66382
16585,3.12157,1.69835,0.574587,0.092191,0.442175,0.421667,0,1.71141
16585,3.12325,1.69834,0.657377,0.082957,0.457597,0.431008,0,1.59969
16585,3.12491,1.69832,0.601913,0.08807,0.446943,0.427852,0,1.70928
16585,3.12656,1.6983,0.619925,0.091158,0.453589,0.449958,0,1.63691
16585,3.12822,1.69827,0.599763,0.075923,0.436596,0.427601,0,1.68671
16585,3.12991,1.69827,0.685699,0.076262,0.459677,0.433481,0,1.61041
16585,3.13158,1.69825,0.618131,0.076861,0.44826,0.425591,0,1.7344
16585,3.13321,1.69822,0.59275,0.088038,0.44896,0.459155,0,1.64766
16585,3.1349,1.69821,0.626172,0.074797,0.44808,0.428345,0,1.66319
16585,3.13659,1.69821,0.664598,0.076102,0.441763,0.422058,0,1.65657
16585,3.13821,1.69816,0.580419,0.090982,0.432922,0.418236,0,1.6836
16585,3.13992,1.69817,0.696408,0.09124,0.460604,0.441103,0,1.5999
16585,3.14153,1.69812,0.540463,0.079022,0.444601,0.428106,0,1.76902
16585,3.14325,1.69814,0.694729,0.092574,0.387586,0.427002,0,1.55885
16585,3.14484,1.69808,0.623145,0.077172,0.387218,0.423766,0,1.67733
16585,3.14652,1.69807,0.697086,0.091723,0.435233,0.43452,0,1.58686
16585,3.1482,1.69806,0.664483,0.077407,0.444514,0.429419,0,1.72791
16585,3.14988,1.69805,0.631417,0.090658,0.446389,0.428773,0,1.69564
16585,3.15153,1.69802,0.61433,0.088375,0.436425,0.428646,0,1.66965
16585,3.15316,1.69799,0.615541,0.086923,0.441499,0.417484,0,1.63719
16585,3.15489,1.698,0.709031,0.08883,0.429683,0.410984,0,1.62963
16585,3.15652,1.69797,0.630478,0.088731,0.429507,0.437304,0,1.71497
16585,3.15954,1.69868,1.98489,0.093713,0.441963,0.42352,0,1.65905
16585,3.16062,1.69835,0.033101,0.094629,0.435672,0.426382,0,3.03201
16585,3.16167,1.69799,0.030825,0.080082,0.430244,0.427356,0,1.05781
16585,3.16318,1.69789,0.491405,0.089214,0.447485,0.42655,0,1.04289
16585,3.16481,1.69786,0.612418,0.077659,0.452905,0.428842,0,1.52414
16585,3.16648,1.69784,0.612006,0.090399,0.448111,0.431802,0,1.65603
16585,3.16818,1.69784,0.639186,0.095798,0.454541,0.41907,0,1.66459
16585,3.16981,1.69781,0.582781,0.09279,0.447347,0.429038,0,1.68833
16585,3.17151,1.69781,0.659514,0.095641,0.45228,0.427927,0,1.6217
16585,3.17315,1.69778,0.597593,0.093302,0.461026,0.431578,0,1.70915
16585,3.17482,1.69776,0.603668,0.092536,0.448067,0.436334,0,1.65721
16585,3.17775,1.69842,1.87765,0.103617,0.462372,0.436931,0,1.64989
16585,3.17885,1.6981,0.037482,0.079493,0.438568,0.423607,0,2.9596
16585,3.17989,1.69775,0.031484,0.077925,0.431205,0.425356,0,1.04809
16585,3.18147,1.69769,0.583083,0.075142,0.445562,0.441911,0,1.02962
16585,3.18313,1.69767,0.623761,0.074808,0.443148,0.424226,0,1.62663
16585,3.18477,1.69764,0.601557,0.092152,0.437836,0.422959,0,1.6431
16585,3.18641,1.69761,0.639588,0.075995,0.448718,0.416928,0,1.62007
16585,3.18813,1.69762,0.687979,0.091988,0.444851,0.426282,0,1.64862
16585,3.18982,1.69761,0.652609,0.09308,0.453896,0.432207,0,1.72648
16585,3.19142,1.69756,0.5442,0.089537,0.460981,0.435116,0,1.7102
16585,3.19307,1.69754,0.610871,0.075198,0.444153,0.452752,0,1.60431
16585,3.19626,1.69833,2.13204,0.078194,0.461068,0.420663,0,1.6584
16585,3.19733,1.698,0.036432,0.076691,0.421198,0.483733,0,3.17525
16585,3.19841,1.69767,0.029712,0.077463,0.488624,0.463606,0,1.08057
16585,3.19976,1.69748,0.212779,0.098854,0.456555,0.456938,0,1.14227
16585,3.20139,1.69745,0.553195,0.091444,0.436733,0.431225,0,1.29716
16585,3.20309,1.69745,0.673943,0.094101,0.448797,0.433138,0,1.58546
16585,3.20474,1.69743,0.607195,0.075784,0.455686,0.427702,0,1.72837
16585,3.20643,1.69742,0.639495,0.094005,0.442921,0.431319,0,1.64123
16585,3.20808,1.6974,0.604808,0.092844,0.451727,0.45274,0,1.68857
16585,3.20974,1.69738,0.573588,0.094511,0.448619,0.43447,0,1.68718
16585,3.21138,1.69735,0.590078,0.088533,0.431966,0.528872,0,1.62759
16585,3.21416,1.69792,1.66659,0.091415,0.409643,0.34083,0,1.70582
16585,3.21509,1.69751,0.030724,0.06254,0.345462,0.377151,0,2.58948
16585,3.21637,1.69729,0.435228,0.082878,0.387025,0.332378,0,0.859061
16585,3.21802,1.69727,0.763155,0.087298,0.350311,0.333045,0,1.3187
16585,3.21969,1.69725,0.841054,0.086034,0.341857,0.329234,0,1.58971
16585,3.22135,1.69723,0.856722,0.084107,0.346106,0.344358,0,1.64312
16585,3.22305,1.69724,0.881793,0.086342,0.34301,0.351661,0,1.67548
16585,3.22467,1.6972,0.788621,0.083418,0.335521,0.325559,0,1.71643
16585,3.2264,1.69721,0.926356,0.085585,0.436261,0.416516,0,1.59129
16585,3.22804,1.69718,0.620706,0.084171,0.37771,0.410629,0,1.94065
16585,3.22968,1.69715,0.700553,0.081975,0.403916,0.437828,0,1.56845
16585,3.23131,1.69712,0.652045,0.057184,0.429116,0.420712,0,1.69743
16585,3.23303,1.69713,0.715854,0.08651,0.446242,0.435003,0,1.62709
16585,3.23467,1.6971,0.59095,0.088535,0.445838,0.432752,0,1.76144
16586,3.23632,1.69707,0.614805,0.087935,0.410767,0.403214,0,1.63159
16586,3.23798,1.69705,0.676739,0.086092,0.414314,0.396982,0,1.59609
16586,3.23964,1.69704,0.689525,0.085137,0.412474,0.403589,0,1.65282
16586,3.24132,1.69703,0.704695,0.092708,0.460221,0.4443,0,1.65909
16586,3.24298,1.69701,0.59416,0.080713,0.465719,0.44478,0,1.77571
16586,3.24465,1.69699,0.582122,0.092005,0.456955,0.441778,0,1.66987
16586,3.2463,1.69697,0.579624,0.089899,0.457708,0.448498,0,1.65815
16586,3.248,1.69697,0.631254,0.092501,0.459606,0.435561,0,1.64572
16586,3.24963,1.69693,0.576549,0.080903,0.453493,0.430369,0,1.6962
16586,3.25132,1.69693,0.642367,0.092014,0.456403,0.441102,0,1.61498
16586,3.25299,1.69692,0.60089,0.089109,0.447942,0.424393,0,1.71174
16586,3.25462,1.69688,0.612115,0.06873,0.455102,0.422629,0,1.64166
16586,3.25628,1.69686,0.602109,0.089139,0.444395,0.431779,0,1.64268
16586,3.25794,1.69685,0.644175,0.067367,0.451326,0.425847,0,1.64878
16586,3.25959,1.69682,0.620478,0.070023,0.447812,0.425592,0,1.66302
16586,3.26127,1.69681,0.638643,0.09144,0.451526,0.446293,0,1.64335
16586,3.26296,1.69681,0.629731,0.091395,0.466235,0.443027,0,1.70274
16586,3.2646,1.69678,0.568922,0.071073,0.458828,0.436478,0,1.71392
16586,3.26628,1.69677,0.620706,0.092936,0.453445,0.437471,0,1.61063
16586,3.2679,1.69673,0.453215,0.063582,0.472356,0.462559,0,1.81068
16586,3.26962,1.69674,0.623056,0.094312,0.459184,0.431824,0,1.52435
16586,3.27124,1.6967,0.555675,0.091903,0.457771,0.897395,0,1.68874
16586,3.27291,1.69668,0.143877,0.091833,0.460011,1.07501,0,2.0773
16586,3.27464,1.6967,0.025786,0.091897,0.444805,0.477623,0,1.85119
16586,3.27623,1.69665,0.502456,0.093145,0.438806,0.422587,0,1.1178
16586,3.27789,1.69663,0.628977,0.088966,0.471527,0.431575,0,1.53465
16586,3.27954,1.6966,0.598177,0.070809,0.445497,0.420121,0,1.69304
16586,3.28123,1.6966,0.656852,0.096513,0.446345,0.437408,0,1.60752
16586,3.2829,1.69659,0.631602,0.071489,0.448496,0.457179,0,1.71963
16586,3.28456,1.69657,0.587925,0.092661,0.445402,0.426279,0,1.68217
16586,3.28626,1.69657,0.661328,0.098371,0.458327,0.439892,0,1.62139
16586,3.28788,1.69653,0.541409,0.095282,0.45536,0.43594,0,1.74659
16586,3.28958,1.69653,0.62743,0.097889,0.47075,0.446967,0,1.60947
16586,3.29125,1.69652,0.558197,0.09963,0.498921,0.442368,0,1.73417
16586,3.29284,1.69647,0.498052,0.071726,0.450804,0.42673,0,1.68269
16586,3.29452,1.69646,0.643334,0.090964,0.465377,0.447213,0,1.5174
16586,3.29622,1.69646,0.613057,0.09209,0.472806,0.433462,0,1.72496
16586,3.29786,1.69643,0.556817,0.095962,0.463508,0.44252,0,1.69636
16586,3.29954,1.69642,0.596608,0.090348,0.459767,0.446616,0,1.63895
16586,3.30117,1.69639,0.563468,0.089679,0.459313,0.441006,0,1.6699
16586,3.30284,1.69637,0.596003,0.089222,0.464435,0.440211,0,1.63267
16586,3.3045,1.69635,0.591284,0.088999,0.467516,0.433448,0,1.66537
16586,3.3062,1.69636,0.63426,0.09499,0.448432,0.431158,0,1.65606
16586,3.30786,1.69634,0.610414,0.090289,0.455376,0.444614,0,1.68667
16586,3.3095,1.69631,0.560124,0.090009,0.459058,0.446177,0,1.68428
16586,3.31117,1.6963,0.586914,0.093228,0.365362,0.337714,0,1.64269
16586,3.31283,1.69628,0.811472,0.092644,0.394415,0.441108,0,1.43635
16586,3.3145,1.69626,0.661752,0.096172,0.39338,0.544402,0,1.81577
16586,3.31616,1.69624,0.543541,0.091601,0.397528,0.445386,0,1.7811
16586,3.3178,1.69622,0.628638,0.089329,0.45542,0.449225,0,1.56479
16586,3.31947,1.6962,0.60464,0.082684,0.537946,0.443393,0,1.69529
16586,3.32114,1.69619,0.529346,0.090665,0.451799,0.442995,0,1.73535
16586,3.3228,1.69617,0.607283,0.088003,0.449575,0.438597,0,1.58243
16586,3.32446,1.69615,0.622102,0.08892,0.481866,0.43716,0,1.65185
16586,3.32613,1.69614,0.576181,0.089606,0.442402,0.429231,0,1.71467
16586,3.32778,1.69612,0.617342,0.090458,0.449123,0.429985,0,1.60638
16586,3.32945,1.6961,0.626224,0.091917,0.448496,0.434387,0,1.66137
16586,3.3311,1.69608,0.602169,0.087889,0.434975,0.428105,0,1.67944
16586,3.33279,1.69608,0.666298,0.09041,0.442698,0.436603,0,1.62386
16586,3.33444,1.69605,0.593176,0.08876,0.449576,0.436171,0,1.71842
16586,3.33611,1.69604,0.610435,0.096247,0.44556,0.440157,0,1.64488
16586,3.33776,1.69602,0.609138,0.082651,0.459413,0.446561,0,1.66853
16586,3.33943,1.696,0.595456,0.094196,0.474819,0.460637,0,1.66938
16586,3.34115,1.69601,0.611505,0.093472,0.45359,0.439188,0,1.70453
16586,3.34275,1.69597,0.536815,0.093842,0.472513,0.460131,0,1.67981
16586,3.34441,1.69595,0.556569,0.091689,0.460596,0.88096,0,1.63793
16586,3.34609,1.69594,0.16369,0.098762,0.468802,0.466089,0,2.06207
16586,3.34775,1.69592,0.561032,0.093992,0.459217,0.436788,0,1.26796
16586,3.34941,1.6959,0.592936,0.09265,0.472464,0.430013,0,1.62987
16586,3.35109,1.6959,0.612653,0.091756,0.437585,0.44942,0,1.66817
